sample_id,sample_group,label_type,label,chatgpt_label,doubao_label,human_label,mixed_reference,reference_source,regex_prediction,reference_internal_label,included_in_evaluation
P0144,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0144,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0145,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0145,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0145,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0145,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0145,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0145,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0145,一般代表樣本,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0145,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0145,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0145,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0145,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0145,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0146,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0146,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0146,多標籤Prompt,領域,商業領域,是,否,,,未解決,是,否,否
P0146,多標籤Prompt,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0146,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0146,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0146,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0146,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0146,多標籤Prompt,任務,其他任務,否,是,,,未解決,否,否,否
P0146,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0146,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0146,多標籤Prompt,任務,教材編寫,是,否,,,未解決,,否,否
P0147,多標籤Prompt,領域,醫學領域,是,否,,,未解決,是,否,否
P0147,多標籤Prompt,領域,工程領域,是,否,,,未解決,否,否,否
P0147,多標籤Prompt,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0147,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0147,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0147,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0147,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,否,否,否
P0147,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0147,多標籤Prompt,任務,其他任務,否,是,,,未解決,否,否,否
P0147,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0147,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0147,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0148,一般代表樣本,領域,醫學領域,是,否,,,未解決,是,否,否
P0148,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0148,一般代表樣本,領域,商業領域,是,否,,,未解決,否,否,否
P0148,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0148,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0148,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0148,一般代表樣本,任務,撰寫程式,是,否,,,未解決,否,否,否
P0148,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0148,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0148,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0148,一般代表樣本,領域,數學領域,是,是,,是,雙AI共識,,否,否
P0148,一般代表樣本,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0149,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0149,需要對話上下文,領域,工程領域,是,否,,,未解決,是,否,否
P0149,需要對話上下文,領域,商業領域,是,否,,,未解決,是,否,否
P0149,需要對話上下文,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0149,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0149,需要對話上下文,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0149,需要對話上下文,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0149,需要對話上下文,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0149,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0149,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0149,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0149,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0150,需要對話上下文,領域,醫學領域,否,是,,,未解決,否,否,否
P0150,需要對話上下文,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0150,需要對話上下文,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0150,需要對話上下文,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0150,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0150,需要對話上下文,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0150,需要對話上下文,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0150,需要對話上下文,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0150,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0150,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0150,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0150,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0151,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0151,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0151,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0151,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0151,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0151,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0151,一般代表樣本,任務,撰寫程式,否,是,,,未解決,否,否,否
P0151,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0151,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0151,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0151,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0151,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0152,未明／規則弱點,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0152,未明／規則弱點,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0152,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0152,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0152,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0152,未明／規則弱點,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0152,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0152,未明／規則弱點,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0152,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0152,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0152,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0152,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0153,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0153,需要對話上下文,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0153,需要對話上下文,領域,商業領域,是,否,,,未解決,是,否,否
P0153,需要對話上下文,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0153,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0153,需要對話上下文,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0153,需要對話上下文,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0153,需要對話上下文,任務,問題回答,是,否,,,未解決,是,否,否
P0153,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0153,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0153,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0153,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0154,一般代表樣本,領域,醫學領域,是,否,,,未解決,否,,否
P0154,一般代表樣本,領域,工程領域,是,否,,,未解決,否,,否
P0154,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,,否
P0154,一般代表樣本,領域,其他／未明領域,是,是,,是,雙AI共識,是,,否
P0154,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0154,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,是,,否
P0154,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,,否
P0154,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,,否
P0154,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0154,一般代表樣本,內部提示,Codex內部提示,否,是,,,未解決,否,,否
P0154,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,,否
P0154,一般代表樣本,任務,教材編寫,是,否,,,未解決,,,否
P0155,一般代表樣本,領域,醫學領域,是,否,,,未解決,是,否,否
P0155,一般代表樣本,領域,工程領域,是,否,,,未解決,是,否,否
P0155,一般代表樣本,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0155,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0155,一般代表樣本,任務,編製PPT,是,否,,,未解決,是,否,否
P0155,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0155,一般代表樣本,任務,撰寫程式,是,否,,,未解決,否,否,否
P0155,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0155,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0155,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0155,一般代表樣本,領域,數學領域,是,否,,,未解決,,否,否
P0155,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0156,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0156,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0156,一般代表樣本,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0156,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0156,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0156,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0156,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0156,一般代表樣本,任務,問題回答,否,是,,,未解決,否,否,否
P0156,一般代表樣本,任務,其他任務,是,否,,,未解決,是,否,否
P0156,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0156,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0156,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0157,未明／規則弱點,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0157,未明／規則弱點,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0157,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0157,未明／規則弱點,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0157,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0157,未明／規則弱點,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0157,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0157,未明／規則弱點,任務,問題回答,是,否,,,未解決,是,否,否
P0157,未明／規則弱點,任務,其他任務,否,是,,,未解決,否,否,否
P0157,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0157,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0157,未明／規則弱點,任務,教材編寫,是,否,,,未解決,,否,否
P0158,多標籤Prompt,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0158,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0158,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0158,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0158,多標籤Prompt,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0158,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,否,否,否
P0158,多標籤Prompt,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0158,多標籤Prompt,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0158,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0158,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0158,多標籤Prompt,領域,數學領域,是,否,,,未解決,,否,否
P0158,多標籤Prompt,任務,教材編寫,是,否,,,未解決,,否,否
P0159,多標籤Prompt,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0159,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0159,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0159,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0159,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0159,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0159,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0159,多標籤Prompt,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0159,多標籤Prompt,任務,其他任務,否,是,,,未解決,否,否,否
P0159,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0159,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0159,多標籤Prompt,任務,教材編寫,是,否,,,未解決,,否,否
P0160,多標籤Prompt,領域,醫學領域,是,否,,,未解決,是,,否
P0160,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,,否
P0160,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,,否
P0160,多標籤Prompt,領域,其他／未明領域,否,是,,,未解決,否,,否
P0160,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0160,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,,否
P0160,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,,否
P0160,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,,否
P0160,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0160,多標籤Prompt,內部提示,Codex內部提示,否,是,,,未解決,否,,否
P0160,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,,否
P0160,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,,否
P0161,多標籤Prompt,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0161,多標籤Prompt,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0161,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0161,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0161,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0161,多標籤Prompt,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0161,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0161,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
